120,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia."
121,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.
122,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant then he is.
123,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents."
124,A photographer and the types of people he encounters.
125,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents."
126,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
128,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be..."
131,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life..."
132,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves."
133,
134,
135,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days..."
136,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical..."
137,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay..."
138,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family..."
140,"An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love."
141,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
144,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity."
145,Two hip detectives protect a murder witness while investigating a case of stolen heroin.
146,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers and save a panda reserve from officious bureaucrats.
147,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction...
148,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan..."
149,"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography..."
150,
151,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future,..."
152,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood."
153,"Batman must battle Two-Face and The Riddler with help of an amourous psychologist and a young circus acrobat who becomes his sidekick, Robin."
154,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
155,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma..."
156,Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together...
157,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada."
158,A paranormal expert and his daughter bunk in an abandoned house populated by 3 mischievous ghosts and one friendly one.
159,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them."
160,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
161,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so."
162,An intimate portrait of the controversial cartoonist and his traumatized family.
163,A gunslinger is embroiled in a war with a local drug runner.
164,An Afro-American man is hired to find a woman and gets mixed up in a murderous political scandal.
165,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building."
166,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts."
168,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table."
169,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
170,A young boy is arrested by the U.S. Secret Service for writing a computer virus and is banned from using a computer until his 18th birthday...
171,"Jeffrey, a young gay man in New York, decides that sex is too much and decided to become celibate. He..."
172,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
173,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes."
174,When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day...
175,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking, and deflowering virgins."
176,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.
177,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult..."
178,"Set in a dreary urban landscape of an anonymous Canadian city, LOVE AND HUMAN REMAINS is a dark comedy..."
179,Casey and Matt are high school kids in love. They run away together after Casey's parents check her into a mental hospital for trying to kill herself...
180,"Both dumped by their girlfriends, two best friends seek refuge in the local mall."
181,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."
182,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
183,"Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours..."
184,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional..."
185,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger."
186,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
187,Mary is a free-spirited young woman with a run-down New York apartment and a high fashion wardrobe. She calls her godmother...
188,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him."
189,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie."
190,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.
191,An affair between a young woman and a pastor has disastrous consequences.
193,"A young drifter, named Nomi, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls."
194,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers."
195,A woman's world is rocked when she discovers her husband is cheating on her.
196,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
198,A former cop turned street-hustler accidentally uncovers a police conspiracy in 1999 Los Angeles.
199,A young girl separated from her lover by war faces a life altering decision.
200,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie...
201,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realising who he was or the effect he would have on her life and those of her family."
202,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
203,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
204,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite."
205,"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles..."
206,"Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection..."
207,"A Walk in the Clouds depicted a story about a young-married US military soldier, named Paul, who returned home after the World War II..."
208,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
209,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos..."
210,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
211,Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school...
212,"On the run from authorities, a sleazy courier poses as a scout leader on a camping trip. But he has no idea what he's in for when he has to lead a group of kids."
213,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young..."
214,"The circularity of violence seen in a story that circles on itself. In Macedonia, during war in Bosnia..."
215,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
216,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
217,A teenage babysitter is the focus of two boys and a man's separate obsessions.
218,"Jane is a night club singer, out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California..."
219,"Eric, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer."
220,A troubled couple and their blind daughter come to Italy to visit a 12th Century castle they've inherited...
222,"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone..."
223,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
224,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world."
225,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
227,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
229,A political activist is convinced that her guest is a man who once tortured her for the government.
230,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.
231,The cross-country adventures of two good-hearted but incredibly stupid friends.
232,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
233,"The 'Exotica' is a nightclub on the outskirts of Toronto, where Eric, DJ and MC, watches nightly as his ex-girlfriend Christina performs..."
234,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work..."
235,"An ambitious but troubled movie director tries his best to fulfill his dream, despite his lack of support."
236,"A woman flies to France to confront her straying fiancé, but gets into trouble when the charming crook seated next to her uses her for smuggling."
237,Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an...
238,"Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father..."
239,"When Max makes an preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
240,Hatch Harrison had a traffic accident with his car. At first the doctors said he was dead but then they...
241,Workaholic Thomas Johnson dies in a car accident and comes back to life as a dog. Remembering some of who he was...
242,"Farinelli, is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice..."
243,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.
244,"In this offshoot of the 1950s ""claymation"" cartoon series, the crazy Blockheads threaten to ruin Gumby's..."
245,J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions...
246,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
247,"Two girls have an intense fantasy life; their parents, concerned the fantasy is too intense, separate them, and the girls take revenge."
248,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb."
249,"The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer..."
250,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor."
251,"Paul is on one of his many business trips to Tokyo, as a computer-chip executive from New York, when he meets a beautiful and mysterious woman..."
252,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.
253,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
254,"One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president..."
255,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago..."
256,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body."
257,A Harvard professor is lured back into the courtroom after 25 years to take the case of a young black man condemned to death for the horrific murder of a child.
258,Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do...
259,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.
260,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a wookiee and two droids to save the universe from the Empire's world-destroying battle-station, while also attempting to rescue Princess Leia from the evil Darth Vader."
261,The March sisters live and grow in post-Civil War America.
262,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
263,This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children...
264,"Paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity..."
265,"This movie is about how life used to be in Mexico. It is a love story between Pedro and Tita, and why..."
266,"Epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love."
267,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the..."
268,"This film tells a bitter tale of a dysfunctional family. Joshua, a cold-blooded professional killer..."
269,
270,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll..."
271,"The natural and adoptive mothers of a young boy are involved in a bitter, controversial custody battle."
272,"A meditation on power and the metaphor of the body of state, based on the real episode of dementia experienced..."
273,"When the brilliant but unorthodox scientist Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
274,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious..."
275,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.
276,Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings...
277,A little girl discovers dreams do come true if you really believe. Six-year-old Susan has doubts about childhood's most enduring miracle - Santa Claus...
278,Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt...
279,"This epic film traces over three generations an immigrant family's trials, tribulations, tragedies and triumphs..."
280,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.
281,Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee...
282,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets."
283,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world..."
285,"Dr.Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering..."
287,"When Ninas husband goes off for a few weeks to work, she meets and starts seeing a photographer. This..."
288,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
289,Destiny. Faith (Marisa Tomei) believes that two soul-mates can be united if they find each other. From the Ouija board...
290,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
291,Lily is a sheltered art student from Michigan going to school in California. She finds an apartment and her roommates aren't quite normal...
292,"Extreme measures are necessary to contain an epidemic of a deadly airborne virus. But how extreme, exactly?"
293,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade."
294,"In an attempt to secure a sponsor, an unlikely group of Cuban refugees become a ""family"" as the U.S..."
295,A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered...
296,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
297,A dramatized account of the story of The Black Panther Party of Self-Defense.
298,"All the while, Master Chu tries to find his place in the foreign American world."
299,Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover...
300,"A young lawyer Jim Goodwin investigates a potentially fixed game show. Charlie Van Doren, a big time show winner is under Goodwin's investigation."
301,"The story of 16-year-old Riyo who journeys to Hawaii in 1918 to marry a man she has never met, except..."
302,"Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family."
303,Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.
304,"An elderly yet young-at-heart man moves in with his grandson, and both their lives turn upside-down."
305,A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.
306,Final entry in a trilogy of films dealing with contemporary French society concerns a model who discovers her neighbour is keen on invading people's privacy.
307,A woman struggles to find a way to live her life after the death of her husband and child.
308,Second of a trilogy of films dealing with contemporary French society shows a Polish immigrant who wants to get even with his former wife.
309,"A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day..."
310,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers..."
312,A self-help advocate struggles to put his dysfunctional family in its place.
313,A power hungry sorcerer transforms a princess into a swan by day in this tale of everlasting love.
314,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland..."
315,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.
316,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
317,"When a man inadvertantly kills Santa on Christmas Eve, he finds himself magically recruited to take his place."
318,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency."
319,Three friends discover their new flatmate dead but loaded with cash.
320,Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look...
321,"This Oscar nominated film is the story of two men who are opposites, one gay, the other straight, one a fierce communist, the other a fierce individualist, one suspicious, the other accepting, and how they come to love each other."
322,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss."
324,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right."""
325,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system..."
326,Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry...
327,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply."
